instrument_id,symbol,strike,underlying_symbol_1,underlying_symbol_2,underlying_symbol_3,underlying_symbol_4,underlying_symbol_5,underlying_symbol_6,expiry,execution_style,option_type,underlying_spot_1,underlying_spot_2,underlying_spot_3,underlying_spot_4,underlying_spot_5,underlying_spot_6,underlying_vol_1,underlying_vol_2,underlying_vol_3,underlying_vol_4,underlying_vol_5,underlying_vol_6,corr_11,corr_12,corr_13,corr_14,corr_15,corr_16,corr_21,corr_22,corr_23,corr_24,corr_25,corr_26,corr_31,corr_32,corr_33,corr_34,corr_35,corr_36,corr_41,corr_42,corr_43,corr_44,corr_45,corr_46,corr_51,corr_52,corr_53,corr_54,corr_55,corr_56,corr_61,corr_62,corr_63,corr_64,corr_65,corr_66,earliest_date,latest_date,payoff_at_expiry,npv
170BD0,BSK-AAPL-ABBV-AXP-BRK-GS-MSFT,333.049988,AAPL,ABBV,AXP,BRK,GS,MSFT,6,European,Call,154.156158,150.163986,173.620361,332.549988,320.29599,284.360321,0.2434,0.1829,0.3042,0.1604,0.3025,0.2636,0,-0.124555426,0.63016198,0.445328793,0.040711218,0.822912508,-0.124555426,0,0.319510022,0.625928756,0.402876011,0.04758467,0.63016198,0.319510022,0,0.828167368,0.321063726,0.701782602,0.445328793,0.625928756,0.828167368,0,0.339224114,0.590802848,0.040711218,0.402876011,0.321063726,0.339224114,0,-0.122769563,0.822912508,0.04758467,0.701782602,0.590802848,-0.122769563,0,6,9,TRUE,0
E2F7CF,BSK-AAPL-ABBV-AXP-BRK-GS-ORCL,333.049988,AAPL,ABBV,AXP,BRK,GS,ORCL,9,American,Call,154.156158,150.163986,173.620361,332.549988,320.29599,79.22261,0.2434,0.1829,0.3042,0.1604,0.3025,0.2353,0,-0.124555426,0.63016198,0.445328793,0.040711218,0.115988477,-0.124555426,0,0.319510022,0.625928756,0.402876011,0.547050846,0.63016198,0.319510022,0,0.828167368,0.321063726,0.569678152,0.445328793,0.625928756,0.828167368,0,0.339224114,0.567639731,0.040711218,0.402876011,0.321063726,0.339224114,0,0.793204284,0.115988477,0.547050846,0.569678152,0.567639731,0.793204284,0,6,9,TRUE,0
7E49B5,BSK-AAPL-ABBV-AXP-BRK-HON-HD,333.049988,AAPL,ABBV,AXP,BRK,HON,HD,9,European,Call,154.156158,150.163986,173.620361,332.549988,184.022583,320.093292,0.2434,0.1829,0.3042,0.1604,0.156,0.3121,0,-0.124555426,0.63016198,0.445328793,-0.104516176,0.117156435,-0.124555426,0,0.319510022,0.625928756,0.535645766,0.51712751,0.63016198,0.319510022,0,0.828167368,0.266669462,0.447425435,0.445328793,0.625928756,0.828167368,0,0.479624807,0.584964037,-0.104516176,0.535645766,0.266669462,0.479624807,0,0.791485736,0.117156435,0.51712751,0.447425435,0.584964037,0.791485736,0,6,9,TRUE,0
9EEE5D,BSK-AAPL-ABBV-AXP-BRK-HON-INTC,333.049988,AAPL,ABBV,AXP,BRK,HON,INTC,3,American,Call,154.156158,150.163986,173.620361,332.549988,184.022583,42.9049,0.2434,0.1829,0.3042,0.1604,0.156,0.3744,0,-0.124555426,0.63016198,0.445328793,-0.104516176,0.52758872,-0.124555426,0,0.319510022,0.625928756,0.535645766,0.068617571,0.63016198,0.319510022,0,0.828167368,0.266669462,0.48934475,0.445328793,0.625928756,0.828167368,0,0.479624807,0.565791532,-0.104516176,0.535645766,0.266669462,0.479624807,0,-0.236791048,0.52758872,0.068617571,0.48934475,0.565791532,-0.236791048,0,6,12,TRUE,0
644D1D,BSK-AAPL-ABBV-AXP-BRK-HON-JNJ,149.663986,AAPL,ABBV,AXP,BRK,HON,JNJ,3,European,Put,154.156158,150.163986,173.620361,332.549988,184.022583,171.498871,0.2434,0.1829,0.3042,0.1604,0.156,0.1548,0,-0.124555426,0.63016198,0.445328793,-0.104516176,-0.100186188,-0.124555426,0,0.319510022,0.625928756,0.535645766,0.494227063,0.63016198,0.319510022,0,0.828167368,0.266669462,-0.040021057,0.445328793,0.625928756,0.828167368,0,0.479624807,0.387617237,-0.104516176,0.535645766,0.266669462,0.479624807,0,0.228585287,-0.100186188,0.494227063,-0.040021057,0.387617237,0.228585287,0,3,6,FALSE,0
524943,BSK-AAPL-ABBV-AXP-BRK-HON-JPM,127.748947,AAPL,ABBV,AXP,BRK,HON,JPM,9,American,Put,154.156158,150.163986,173.620361,332.549988,184.022583,128.248947,0.2434,0.1829,0.3042,0.1604,0.156,0.2985,0,-0.124555426,0.63016198,0.445328793,-0.104516176,-0.017878348,-0.124555426,0,0.319510022,0.625928756,0.535645766,0.652057572,0.63016198,0.319510022,0,0.828167368,0.266669462,0.605321083,0.445328793,0.625928756,0.828167368,0,0.479624807,0.659221101,-0.104516176,0.535645766,0.266669462,0.479624807,0,0.759227229,-0.017878348,0.652057572,0.605321083,0.659221101,0.759227229,0,3,6,TRUE,0
9F6434,BSK-AAPL-ABBV-AXP-BRK-HON-KO,57.850071,AAPL,ABBV,AXP,BRK,HON,KO,6,European,Put,154.156158,150.163986,173.620361,332.549988,184.022583,58.350071,0.2434,0.1829,0.3042,0.1604,0.156,0.1484,0,-0.124555426,0.63016198,0.445328793,-0.104516176,0.19621437,-0.124555426,0,0.319510022,0.625928756,0.535645766,0.390797381,0.63016198,0.319510022,0,0.828167368,0.266669462,0.255041324,0.445328793,0.625928756,0.828167368,0,0.479624807,0.422885256,-0.104516176,0.535645766,0.266669462,0.479624807,0,0.427939617,0.19621437,0.390797381,0.255041324,0.422885256,0.427939617,0,3,9,FALSE,0
E7A240,BSK-AAPL-ABBV-AXP-BRK-HON-MSFT,333.049988,AAPL,ABBV,AXP,BRK,HON,MSFT,3,European,Call,154.156158,150.163986,173.620361,332.549988,184.022583,284.360321,0.2434,0.1829,0.3042,0.1604,0.156,0.2636,0,-0.124555426,0.63016198,0.445328793,-0.104516176,0.822912508,-0.124555426,0,0.319510022,0.625928756,0.535645766,0.04758467,0.63016198,0.319510022,0,0.828167368,0.266669462,0.701782602,0.445328793,0.625928756,0.828167368,0,0.479624807,0.590802848,-0.104516176,0.535645766,0.266669462,0.479624807,0,-0.110488226,0.822912508,0.04758467,0.701782602,0.590802848,-0.110488226,0,3,6,TRUE,0
1117C8,BSK-AAPL-ABBV-AXP-BRK-HON-ORCL,78.72261,AAPL,ABBV,AXP,BRK,HON,ORCL,6,American,Put,154.156158,150.163986,173.620361,332.549988,184.022583,79.22261,0.2434,0.1829,0.3042,0.1604,0.156,0.2353,0,-0.124555426,0.63016198,0.445328793,-0.104516176,0.115988477,-0.124555426,0,0.319510022,0.625928756,0.535645766,0.547050846,0.63016198,0.319510022,0,0.828167368,0.266669462,0.569678152,0.445328793,0.625928756,0.828167368,0,0.479624807,0.567639731,-0.104516176,0.535645766,0.266669462,0.479624807,0,0.726581684,0.115988477,0.547050846,0.569678152,0.567639731,0.726581684,0,6,9,TRUE,0
7327F6,BSK-AAPL-ABBV-AXP-BRK-HD-INTC,333.049988,AAPL,ABBV,AXP,BRK,HD,INTC,9,American,Call,154.156158,150.163986,173.620361,332.549988,320.093292,42.9049,0.2434,0.1829,0.3042,0.1604,0.3121,0.3744,0,-0.124555426,0.63016198,0.445328793,0.117156435,0.52758872,-0.124555426,0,0.319510022,0.625928756,0.51712751,0.068617571,0.63016198,0.319510022,0,0.828167368,0.447425435,0.48934475,0.445328793,0.625928756,0.828167368,0,0.584964037,0.565791532,0.117156435,0.51712751,0.447425435,0.584964037,0,-0.032394043,0.52758872,0.068617571,0.48934475,0.565791532,-0.032394043,0,3,6,TRUE,0
ACBA4C,BSK-AAPL-ABBV-AXP-BRK-HD-JNJ,149.663986,AAPL,ABBV,AXP,BRK,HD,JNJ,9,European,Put,154.156158,150.163986,173.620361,332.549988,320.093292,171.498871,0.2434,0.1829,0.3042,0.1604,0.3121,0.1548,0,-0.124555426,0.63016198,0.445328793,0.117156435,-0.100186188,-0.124555426,0,0.319510022,0.625928756,0.51712751,0.494227063,0.63016198,0.319510022,0,0.828167368,0.447425435,-0.040021057,0.445328793,0.625928756,0.828167368,0,0.584964037,0.387617237,0.117156435,0.51712751,0.447425435,0.584964037,0,0.223468403,-0.100186188,0.494227063,-0.040021057,0.387617237,0.223468403,0,9,12,TRUE,0
9E8CED,BSK-AAPL-ABBV-AXP-BRK-HD-JPM,333.049988,AAPL,ABBV,AXP,BRK,HD,JPM,6,American,Call,154.156158,150.163986,173.620361,332.549988,320.093292,128.248947,0.2434,0.1829,0.3042,0.1604,0.3121,0.2985,0,-0.124555426,0.63016198,0.445328793,0.117156435,-0.017878348,-0.124555426,0,0.319510022,0.625928756,0.51712751,0.652057572,0.63016198,0.319510022,0,0.828167368,0.447425435,0.605321083,0.445328793,0.625928756,0.828167368,0,0.584964037,0.659221101,0.117156435,0.51712751,0.447425435,0.584964037,0,0.711529941,-0.017878348,0.652057572,0.605321083,0.659221101,0.711529941,0,6,9,FALSE,0
6EB1B6,BSK-AAPL-ABBV-AXP-BRK-HD-KO,57.850071,AAPL,ABBV,AXP,BRK,HD,KO,9,European,Put,154.156158,150.163986,173.620361,332.549988,320.093292,58.350071,0.2434,0.1829,0.3042,0.1604,0.3121,0.1484,0,-0.124555426,0.63016198,0.445328793,0.117156435,0.19621437,-0.124555426,0,0.319510022,0.625928756,0.51712751,0.390797381,0.63016198,0.319510022,0,0.828167368,0.447425435,0.255041324,0.445328793,0.625928756,0.828167368,0,0.584964037,0.422885256,0.117156435,0.51712751,0.447425435,0.584964037,0,0.43099657,0.19621437,0.390797381,0.255041324,0.422885256,0.43099657,0,6,12,TRUE,0
04574B,BSK-AAPL-ABBV-AXP-BRK-HD-MSFT,149.663986,AAPL,ABBV,AXP,BRK,HD,MSFT,3,European,Put,154.156158,150.163986,173.620361,332.549988,320.093292,284.360321,0.2434,0.1829,0.3042,0.1604,0.3121,0.2636,0,-0.124555426,0.63016198,0.445328793,0.117156435,0.822912508,-0.124555426,0,0.319510022,0.625928756,0.51712751,0.04758467,0.63016198,0.319510022,0,0.828167368,0.447425435,0.701782602,0.445328793,0.625928756,0.828167368,0,0.584964037,0.590802848,0.117156435,0.51712751,0.447425435,0.584964037,0,0.199972725,0.822912508,0.04758467,0.701782602,0.590802848,0.199972725,0,9,12,TRUE,0
07D6D8,BSK-AAPL-ABBV-AXP-BRK-HD-ORCL,78.72261,AAPL,ABBV,AXP,BRK,HD,ORCL,3,American,Put,154.156158,150.163986,173.620361,332.549988,320.093292,79.22261,0.2434,0.1829,0.3042,0.1604,0.3121,0.2353,0,-0.124555426,0.63016198,0.445328793,0.117156435,0.115988477,-0.124555426,0,0.319510022,0.625928756,0.51712751,0.547050846,0.63016198,0.319510022,0,0.828167368,0.447425435,0.569678152,0.445328793,0.625928756,0.828167368,0,0.584964037,0.567639731,0.117156435,0.51712751,0.447425435,0.584964037,0,0.75748924,0.115988477,0.547050846,0.569678152,0.567639731,0.75748924,0,3,12,TRUE,0
09E1A0,BSK-AAPL-ABBV-AXP-BRK-INTC-JNJ,333.049988,AAPL,ABBV,AXP,BRK,INTC,JNJ,12,American,Call,154.156158,150.163986,173.620361,332.549988,42.9049,171.498871,0.2434,0.1829,0.3042,0.1604,0.3744,0.1548,0,-0.124555426,0.63016198,0.445328793,0.52758872,-0.100186188,-0.124555426,0,0.319510022,0.625928756,0.068617571,0.494227063,0.63016198,0.319510022,0,0.828167368,0.48934475,-0.040021057,0.445328793,0.625928756,0.828167368,0,0.565791532,0.387617237,0.52758872,0.068617571,0.48934475,0.565791532,0,0.491045964,-0.100186188,0.494227063,-0.040021057,0.387617237,0.491045964,0,6,12,TRUE,0
5688B2,BSK-AAPL-ABBV-AXP-BRK-INTC-JPM,333.049988,AAPL,ABBV,AXP,BRK,INTC,JPM,3,European,Call,154.156158,150.163986,173.620361,332.549988,42.9049,128.248947,0.2434,0.1829,0.3042,0.1604,0.3744,0.2985,0,-0.124555426,0.63016198,0.445328793,0.52758872,-0.017878348,-0.124555426,0,0.319510022,0.625928756,0.068617571,0.652057572,0.63016198,0.319510022,0,0.828167368,0.48934475,0.605321083,0.445328793,0.625928756,0.828167368,0,0.565791532,0.659221101,0.52758872,0.068617571,0.48934475,0.565791532,0,-0.11338057,-0.017878348,0.652057572,0.605321083,0.659221101,-0.11338057,0,3,6,TRUE,0
3F0212,BSK-AAPL-ABBV-AXP-BRK-INTC-KO,42.4049,AAPL,ABBV,AXP,BRK,INTC,KO,6,American,Put,154.156158,150.163986,173.620361,332.549988,42.9049,58.350071,0.2434,0.1829,0.3042,0.1604,0.3744,0.1484,0,-0.124555426,0.63016198,0.445328793,0.52758872,0.19621437,-0.124555426,0,0.319510022,0.625928756,0.068617571,0.390797381,0.63016198,0.319510022,0,0.828167368,0.48934475,0.255041324,0.445328793,0.625928756,0.828167368,0,0.565791532,0.422885256,0.52758872,0.068617571,0.48934475,0.565791532,0,0.387001632,0.19621437,0.390797381,0.255041324,0.422885256,0.387001632,0,9,12,FALSE,0
24B750,BSK-AAPL-ABBV-AXP-BRK-INTC-MSFT,333.049988,AAPL,ABBV,AXP,BRK,INTC,MSFT,3,European,Call,154.156158,150.163986,173.620361,332.549988,42.9049,284.360321,0.2434,0.1829,0.3042,0.1604,0.3744,0.2636,0,-0.124555426,0.63016198,0.445328793,0.52758872,0.822912508,-0.124555426,0,0.319510022,0.625928756,0.068617571,0.04758467,0.63016198,0.319510022,0,0.828167368,0.48934475,0.701782602,0.445328793,0.625928756,0.828167368,0,0.565791532,0.590802848,0.52758872,0.068617571,0.48934475,0.565791532,0,0.786100917,0.822912508,0.04758467,0.701782602,0.590802848,0.786100917,0,6,9,TRUE,0
380983,BSK-AAPL-ABBV-AXP-BRK-INTC-ORCL,42.4049,AAPL,ABBV,AXP,BRK,INTC,ORCL,9,American,Put,154.156158,150.163986,173.620361,332.549988,42.9049,79.22261,0.2434,0.1829,0.3042,0.1604,0.3744,0.2353,0,-0.124555426,0.63016198,0.445328793,0.52758872,0.115988477,-0.124555426,0,0.319510022,0.625928756,0.068617571,0.547050846,0.63016198,0.319510022,0,0.828167368,0.48934475,0.569678152,0.445328793,0.625928756,0.828167368,0,0.565791532,0.567639731,0.52758872,0.068617571,0.48934475,0.565791532,0,-0.168387697,0.115988477,0.547050846,0.569678152,0.567639731,-0.168387697,0,6,12,FALSE,0
72EB0F,BSK-AAPL-ABBV-AXP-BRK-JNJ-JPM,127.748947,AAPL,ABBV,AXP,BRK,JNJ,JPM,3,European,Put,154.156158,150.163986,173.620361,332.549988,171.498871,128.248947,0.2434,0.1829,0.3042,0.1604,0.1548,0.2985,0,-0.124555426,0.63016198,0.445328793,-0.100186188,-0.017878348,-0.124555426,0,0.319510022,0.625928756,0.494227063,0.652057572,0.63016198,0.319510022,0,0.828167368,-0.040021057,0.605321083,0.445328793,0.625928756,0.828167368,0,0.387617237,0.659221101,-0.100186188,0.494227063,-0.040021057,0.387617237,0,0.022108334,-0.017878348,0.652057572,0.605321083,0.659221101,0.022108334,0,3,6,FALSE,0
89014A,BSK-AAPL-ABBV-AXP-BRK-JNJ-KO,57.850071,AAPL,ABBV,AXP,BRK,JNJ,KO,3,American,Put,154.156158,150.163986,173.620361,332.549988,171.498871,58.350071,0.2434,0.1829,0.3042,0.1604,0.1548,0.1484,0,-0.124555426,0.63016198,0.445328793,-0.100186188,0.19621437,-0.124555426,0,0.319510022,0.625928756,0.494227063,0.390797381,0.63016198,0.319510022,0,0.828167368,-0.040021057,0.255041324,0.445328793,0.625928756,0.828167368,0,0.387617237,0.422885256,-0.100186188,0.494227063,-0.040021057,0.387617237,0,0.583658689,0.19621437,0.390797381,0.255041324,0.422885256,0.583658689,0,3,12,TRUE,0
D1EBDF,BSK-AAPL-ABBV-AXP-BRK-JNJ-MSFT,333.049988,AAPL,ABBV,AXP,BRK,JNJ,MSFT,3,American,Call,154.156158,150.163986,173.620361,332.549988,171.498871,284.360321,0.2434,0.1829,0.3042,0.1604,0.1548,0.2636,0,-0.124555426,0.63016198,0.445328793,-0.100186188,0.822912508,-0.124555426,0,0.319510022,0.625928756,0.494227063,0.04758467,0.63016198,0.319510022,0,0.828167368,-0.040021057,0.701782602,0.445328793,0.625928756,0.828167368,0,0.387617237,0.590802848,-0.100186188,0.494227063,-0.040021057,0.387617237,0,0.161143033,0.822912508,0.04758467,0.701782602,0.590802848,0.161143033,0,6,9,FALSE,0
