AAPL,ABBV,AXP,BRK,CAT,GS,HON,HD,INTC,JNJ,JPM,KO,MSFT,ORCL,PG
139.719849,144.863037,153.92659,309.170013,201.907196,305.495636,187.103973,280.517609,40.213779,177.755234,123.231117,62.656345,257.696594,68.115768,144.735947
139.87912,147.631882,158.753174,308.640015,205.500595,306.420013,187.576752,286.022369,40.725258,176.010986,124.089325,62.705284,260.575104,68.905174,142.363373
143.124237,146.281464,163.559967,312.5,209.113617,314.914948,190.196762,295.02478,41.960526,175.854218,126.234863,62.930393,263.930054,70.710938,143.608475
148.95752,145.727692,167.743683,319.109985,213.18808,319.731628,193.397888,300.52951,42.993134,177.451447,128.019547,63.302292,271.215668,71.816101,145.804565
148.161163,143.172592,166.972214,315.980011,211.92157,319.995972,190.708923,294.966339,42.86768,175.922806,128.95575,62.029987,269.855865,70.967484,144.981033
148.031769,141.861053,163.945694,312.209991,213.61026,315.10083,189.024643,291.377899,42.568516,174.139374,126.693207,61.726589,270.401764,70.651726,142.784943
150.52037,142.570267,167.288712,314.950012,215.996033,317.4505,194.077515,299.888153,43.272999,173.590622,128.731476,62.372532,272.545746,72.171333,144.324173
144.716949,142.978302,165.003998,310.940002,218.843231,311.997314,191.8909,299.113617,41.873672,172.87529,126.937019,61.628719,268.019562,70.839218,143.030029
145.47348,142.356537,165.191925,312.149994,219.559967,313.78894,192.255341,297.94693,41.82542,172.855682,126.51767,61.530849,266.758942,72.003578,142.471222
148.031769,144.892181,166.843643,313.649994,222.966812,314.767944,194.648804,295.868347,42.008778,174.756714,126.849266,61.902752,270.481171,71.727295,144.059464
147.285187,144.999069,164.143539,308.73999,225.617676,308.081146,191.595413,291.711273,39.789154,173.718002,124.830513,61.550419,268.406677,70.434639,142.265335
141.989456,141.287857,159.218018,300.799988,219.599228,297.840546,189.123154,293.995697,38.61179,170.219757,122.207108,60.483639,262.828308,68.303253,139.696701
136.504578,139.121368,152.729828,291.709991,211.263748,281.00119,183.479309,283.583405,37.810799,169.083054,116.589752,60.101944,251.115723,66.250793,139.167282
131.278534,135.449036,144.688812,281.559998,203.114807,277.378815,181.647278,277.622284,36.450073,167.378006,113.117889,60.03344,240.465195,63.201725,135.441772
132.15451,133.700302,143.017319,277.640015,202.928268,276.615173,180.524399,273.220123,36.604481,164.810654,111.235687,58.387199,242.678696,69.783379,131.216278
134.812317,134.156921,144.619568,278.929993,202.250824,283.987274,182.188995,274.259369,37.29932,166.574478,112.552261,58.820938,249.894821,68.776886,129.912338
129.466827,135.186722,135.995026,268.559998,191.244843,279.003998,177.175537,268.112,36.035099,166.662689,110.621292,58.229473,243.155121,67.800003,130.706467
130.959991,134.341507,142.601898,268.079987,189.133972,273.922821,176.99823,265.435394,35.678032,166.055145,110.231186,58.584354,245.815262,66.82312,129.765274
135.250305,139.383682,143.175552,271.769989,192.796097,278.837555,177.796036,263.935333,36.411465,169.533798,112.961853,59.836281,251.860168,66.783638,133.696671
134.732712,143.357178,142.809616,269.790009,184.411514,278.573212,175.057831,263.719604,36.0737,172.208969,112.32795,60.279881,251.254669,65.64888,135.784912
137.639389,145.193375,140.099594,267.519989,175.418213,280.169037,171.945358,270.033661,36.102654,176.050201,111.099144,60.999493,256.9422,66.734314,139.510437
141.013931,148.001038,144.550339,278.279999,182.11412,296.401367,177.313431,277.465424,37.260719,178.62735,114.414963,62.14299,265.716766,69.763649,141.520233
141.013931,148.778259,142.710678,278.399994,184.175873,294.472687,175.609421,277.161499,37.280018,178.460754,113.49823,62.014835,262.927551,69.477486,140.441803
136.813156,148.14679,140.633698,273.859985,184.02861,293.209717,173.304611,264.86673,36.459721,173.384842,112.95211,61.393799,254.579865,67.671722,138.157471
138.595001,149.749786,137.943451,273.48999,180.140671,296.920258,170.595947,268.514008,35.986847,173.433838,112.444977,61.837399,258.331848,68.293373,139.412384
136.096436,148.797684,137.615845,273.019989,175.506577,290.791534,171.196777,268.906158,36.102654,173.94339,109.821594,62.014835,254.927231,68.944641,140.971207
138.296356,149.419464,139.38295,277.5,175.045135,292.9552,172.477249,273.622101,35.070045,175.91301,111.225937,63.463917,257.656891,69.931396,143.245743
140.914368,149.545761,138.638382,275.690002,170.59758,290.967773,169.502625,278.181152,35.40781,174.560745,110.802872,62.37957,260.902679,71.03656,141.863373
142.268158,148.185623,137.149246,275.649994,169.173981,287.599884,170.60582,278.034088,35.69733,174.717529,110.084648,62.507717,264.237762,70.710938,143.18692
145.682526,147.670731,140.008392,279.279999,176.998917,292.338379,171.177063,281.083252,36.807144,174.913498,112.868988,62.014835,266.411499,70.878677,143.137894
146.36937,148.496536,140.733093,280.829987,175.840408,290.253052,170.733841,280.867554,36.662384,174.697922,112.514793,62.241562,265.677032,70.918159,142.177109
144.209259,148.865677,139.561646,278.51001,171.834671,287.032013,170.241364,280.789154,35.89999,174.766525,111.039001,62.044407,262.550354,70.937973,143.177109
145.194763,148.117645,138.171783,277.279999,171.314316,286.395691,170.999786,279.543945,35.909641,172.316742,111.147224,61.778252,251.790665,69.788223,141.912399
144.826447,147.816452,138.390182,277.470001,170.705582,284.065582,168.30098,281.56366,35.909641,171.914993,110.104332,61.492378,250.847717,69.411575,142.843781
147.792862,147.522278,135.491348,274.410004,166.847107,275.685089,166.961426,283.818726,36.39217,172.150162,106.257416,61.295223,252.197647,68.836693,142.422195
149.485092,150.640594,141.447876,278.480011,170.224518,287.70755,170.201965,286.691376,37.270367,174.648911,111.127541,61.610668,254.818085,70.115303,142.226135
146.399246,146.669144,141.298981,276.26001,170.332504,294.942627,168.379791,287.318878,37.35722,170.729294,109.986267,60.772766,252.366364,69.589989,140.50061
150.311325,146.835861,146.709488,283.549988,177.450699,311.380493,174.565353,293.966248,38.814457,168.240341,112.711571,61.64024,257.607269,71.602058,141.216293
152.34201,144.825607,147.851151,286.040009,177.925247,314.709229,175.579865,296.388,39.142574,167.280045,112.691895,60.624901,260.326965,71.948959,138.775131
154.641479,144.884445,149.092102,286.850006,178.93367,319.692505,177.323273,299.035156,39.190826,167.867966,113.459305,60.486893,262.87793,73.881752,138.906357
153.387222,145.590485,151.901596,285.929993,176.590576,317.137207,178.741623,300.594055,37.830101,168.661682,112.908348,60.713619,258.431061,74.238564,141.126572
152.252426,147.306534,152.675949,287.98999,179.744339,317.323212,178.53476,300.162689,37.791496,168.994858,113.360924,61.305077,256.912445,74.198921,142.083725
150.9086,147.943924,148.744644,285.309998,179.170929,311.870026,178.692383,292.348541,37.598488,170.190353,111.589966,62.310566,250.033768,73.376244,142.360031
156.074905,148.218491,150.531616,290.299988,183.145264,317.734436,180.898697,293.064301,38.775848,169.719971,113.380592,62.113411,266.749023,75.200005,143.711884
156.63237,146.845657,151.037903,293.899994,185.705826,322.208588,187.576752,293.770233,38.322277,170.699905,112.957535,63.148468,274.362183,76.359665,146.099854
161.768814,140.726669,152.904297,300.600006,195.997559,326.398865,189.566391,295.054596,35.041096,171.013474,113.498665,63.256905,278.660126,77.152603,137.070984
160.773376,137.500488,152.219299,295.859985,192.646072,325.116272,189.103455,299.839172,35.668377,170.415726,112.36721,63.601925,275.950348,76.756142,141.008163
159.280212,137.667191,150.501831,292.170013,181.425018,321.004364,186.276611,294.829041,34.751575,169.445618,110.615936,62.734447,272.783997,75.675758,140.070724
165.37233,138.461487,154.304077,294.959991,180.792297,326.183472,188.620804,300.378387,35.243755,171.082047,111.776901,63.010464,280.377319,76.68676,142.961945
165.053772,136.225708,155.733643,292.910004,181.553543,324.910736,189.546677,301.16275,34.76123,168.338318,110.547066,62.764019,281.548553,76.716492,142.735001
164.824509,135.362762,156.369019,292.070007,183.283661,327.652008,189.379242,303.633453,34.498035,167.671997,113.892212,62.478146,280.814026,76.666931,142.804062
164.346024,137.618149,156.140686,292.339996,183.698883,327.661774,191.05368,305.868896,34.488285,166.780258,112.504959,62.073982,278.243225,75.794708,143.346786
164.395874,137.529907,157.649673,292.769989,183.916397,329.561096,191.171875,299.241089,33.649963,166.760666,113.518341,62.152843,280.208557,76.092056,143.011276
168.702148,138.206528,161.263306,295.109985,188.553101,340.614349,194.264648,305.486481,34.478539,167.240829,116.479774,62.744308,287.017731,76.855255,144.363159
167.954529,139.324417,161.809326,296.470001,191.795837,344.305298,196.501801,304.613892,34.692997,163.781738,118.201538,62.320427,284.893585,76.478615,143.336914
171.553055,139.83432,164.638672,301.549988,194.603561,346.400421,198.837921,308.73175,35.199886,161.978729,120.159431,62.793594,289.747375,78.451035,144.728256
172.639587,139.530334,164.201859,302.820007,193.723679,348.387848,200.203964,308.457245,35.424091,162.752838,120.4841,63.582214,291.295807,78.411392,146.593231
172.480103,139.785309,164.152222,306.649994,195.275848,347.526337,201.609604,320.977509,35.27787,164.203125,121.635223,64.104668,290.541443,78.817764,147.945084
173.99527,138.696823,162.712723,304.26001,193.703918,346.322083,200.728607,319.389191,34.878204,164.212906,120.612,63.956799,289.775543,78.550148,147.264236
173.596527,138.549728,163.457275,304.269989,195.107788,347.085724,201.659103,318.849915,35.287621,163.419189,119.67733,64.291969,288.631622,78.619537,147.787216
170.974884,139.098892,161.064758,297.279999,193.37767,341.945831,199.52095,315.03598,34.488285,165.908142,116.715897,64.242676,284.632935,77.965363,147.747726
167.037445,137.618149,156.557632,288.690002,189.581299,335.239502,195.838577,306.104187,32.987103,165.326126,114.787521,63.28648,276.277466,75.78479,147.353043
166.698517,136.323761,156.190308,289.649994,194.969376,333.046448,195.551514,300.89801,33.09433,163.885849,113.656075,63.35548,274.974426,75.735237,144.511154
166.997574,135.235306,157.97728,293.519989,191.954025,334.769562,195.789093,302.084351,33.006596,163.343277,113.931564,63.444202,274.327881,75.497345,143.889511
169.489624,136.627747,161.05481,298.130005,196.620407,339.224121,198.402359,303.72171,34.010635,164.87233,116.637192,63.749786,277.371643,76.210991,143.771103
163.100006,133.705551,156.170456,289.959991,189.739471,329.345734,191.106934,292.270142,32.519199,162.050964,112.819794,62.21199,266.668671,73.990776,140.406219
160.867111,133.077972,153.420517,287.450012,189.601059,326.917725,190.473419,290.524963,32.109783,160.798126,112.544312,61.837399,263.823853,73.534843,139.814194
158.404968,132.921051,153.539658,285.420013,184.816055,326.63382,188.770813,287.36792,31.44692,160.235825,112.563995,61.265652,261.575806,73.485275,138.324173
156.720337,131.852203,150.898926,280.799988,182.611404,328.152924,187.434479,284.624512,31.115494,159.160553,111.894966,60.831909,260.083771,73.495193,136.113831
157.457993,135.764816,150.015366,282.429993,180.367188,328.971619,188.800491,289.509338,30.959526,163.106522,112.662376,61.117786,259.01944,74.635033,137.791321
155.314819,133.636902,148.704926,277.670013,178.775482,326.979065,184.999359,288.058685,30.433136,160.541656,111.875282,60.279881,254.702454,74.020508,135.344162
154.038895,134.921494,147.52356,276.589996,178.607407,322.056793,183.722412,285.729767,29.59481,160.975693,111.9048,60.309452,251.907349,73.178017,133.834412
155.464355,136.019775,151.14711,281.040009,178.80513,326.071533,187.177094,293.555389,29.877501,161.853683,114.029953,61.423374,256.72171,73.832184,135.857269
153.969116,137.794678,152.407913,283.339996,181.069107,330.82608,185.919952,295.95343,29.974981,163.155853,116.686378,61.236076,257.149414,73.990776,136.034882
156.869858,138.6772,157.292282,285.769989,187.337097,335.482025,189.750809,295.825104,30.667086,163.471527,117.247185,61.433231,263.057922,75.239655,138.107101
162.910599,139.481308,161.273224,288.51001,190.21402,337.928314,190.087357,293.624481,30.764565,163.402466,118.634438,61.610668,265.236298,76.399323,139.231995
153.351074,135.843262,154.22467,278.290009,182.215927,323.93103,183.108673,274.272522,28.551781,159.150681,114.512039,59.609558,250.654053,75.3685,136.350647
154.816406,136.843491,155.167786,278.420013,182.552063,322.816376,178.149368,272.703461,28.444551,162.435715,114.246407,59.925003,250.882813,71.483124,136.67627
151.885757,139.746063,154.999008,276.700012,180.416611,327.117126,175.070816,267.966644,28.113121,162.850037,115.96817,59.110775,244.079086,69.619713,135.620438
150.221069,141.266006,151.971115,274.809998,177.430939,321.780579,175.555878,272.338318,28.503038,165.335999,115.19091,59.120708,243.442474,68.222168,136.449326
153.989044,139.893173,154.234589,278.950012,180.040924,324.197357,176.822922,276.729767,28.698,164.033829,116.253487,59.567539,243.223633,68.460052,136.163162
156.401352,139.020416,152.368195,277.130005,175.967743,318.870697,175.219299,270.562042,28.230097,162.741516,113.961075,59.478172,241.164612,67.50853,135.679657
153.231461,137.58873,147.632767,270.73999,169.996368,316.355286,172.536728,267.996246,27.752445,161.074356,110.674965,58.981693,237.683167,66.160538,133.933075
152.254593,140.236374,141.993912,268.51001,168.612274,308.671051,171.497345,265.598236,27.362528,163.935165,109.415627,58.842674,239.702393,65.446899,134.406738
149.95192,140.2854,139.243973,267.769989,162.373962,297.869751,169.646255,267.374512,26.826389,164.46788,107.379021,58.187325,236.65863,63.979969,133.785065
150.290848,138.471298,136.45433,264.320007,160.772369,290.619568,168.349533,263.071869,26.290251,163.461639,105.066933,57.462463,236.191116,62.889683,133.913345
151.277695,138.97139,136.494049,265.470001,160.594421,287.423523,168.349533,265.154114,26.212267,162.711929,104.142105,55.98296,235.156631,61.868774,130.232727
149.363785,141.795547,139.541794,271.779999,165.853958,296.70578,172.071487,278.476471,26.446218,164.112732,106.247574,56.578732,239.791946,62.513039,130.232727
142.027176,139.951996,136.791855,269.579987,164.015106,292.089325,168.349533,274.667267,25.71512,162.307449,104.447105,56.171619,236.240845,60.857784,126.996147
137.760773,131.607056,133.932739,267.019989,162.21579,289.070831,165.280884,272.308716,25.120497,161.153259,102.813889,55.625496,231.665237,60.530697,124.57859
141.997284,135.637344,139.005707,272.799988,169.284546,295.088013,171.289459,279.966614,26.290251,160.995422,105.991776,56.25106,239.463669,62.522949,126.808662
145.635681,139.23616,144.406296,280.48999,177.589111,310.594574,176.38736,285.749481,27.001854,163.382736,110.950447,56.380142,247.560516,65.109901,128.377625
145.934723,140.550171,143.324188,279.359985,176.353317,304.804291,176.011215,286.035675,26.943365,162.879623,109.580574,55.843948,247.878815,66.051514,127.489532
144.967804,137.569122,141.348618,276.309998,176.778427,300.533081,173.269226,286.568604,26.494959,159.722855,107.347069,54.642464,245.481598,64.723351,124.80555
139.644775,136.068787,137.993103,269.040009,175.532745,296.991821,169.675964,280.578461,25.071754,158.03595,105.202911,54.126125,232.998154,62.731094,122.624794
139.97374,135.627518,136.513885,266.929993,176.639999,296.459198,170.151093,278.74292,24.564863,158.243118,104.220161,54.006973,228.034592,62.017452,122.121552
138.5383,138.765457,136.355057,267.309998,177.707748,290.215088,171.863602,279.167267,24.408895,160.531769,101.212379,54.09634,224.214951,62.176853,122.585335
137.90033,137.265137,135.749466,264,177.460587,291.300171,171.041992,276.82843,24.691586,160.492325,102.850288,54.75169,224.553146,63.541733,122.782684
142.535568,141.574173,141.061066,275.779999,181.059235,302.900482,175.753845,279.108032,25.754114,162.919083,108.568054,55.476551,232.998154,64.956429,124.637794
137.940216,141.593994,136.337433,272.670013,176.165482,295.916626,172.398132,272.792267,25.256968,162.238419,110.37471,54.592819,227.348251,64.069756,123.42408
141.957413,143.050156,141.051086,277.019989,178.745819,302.54538,175.249008,277.558746,25.754114,164.33963,115.01046,55.297817,236.270706,66.76963,125.65416
143.293152,143.238373,145.485733,281.670013,181.464569,309.58844,178.060287,281.308716,25.217976,163.767456,117.968605,56.042534,237.23555,66.779594,126.670517
143.402802,141.782211,143.472702,278.339996,182.314804,307.526825,177.466339,271.864655,25.3447,162.465302,115.655701,55.565914,235.226257,66.052322,127.844772
142.934296,141.584076,141.928055,273.529999,178.48877,306.589722,175.842926,265.914001,25.422684,162.879623,115.278481,54.692116,234.89801,68.991302,126.198105
146.801956,145.675201,139.556259,282.51001,189.317139,320.685669,180.960632,271.904114,26.290251,166.431,121.333755,55.565914,240.836349,72.428413,127.778191
148.975021,149.469131,141.140793,287.480011,190.392014,324.236786,185.009262,279.53241,26.494959,168.670319,121.482651,57.164577,245.939163,72.647591,128.563263
151.85585,148.40921,146.512161,289.23999,193.915207,327.886536,187.73143,286.440277,26.719162,168.403992,121.800308,58.534863,249.331085,72.866768,130.043976
148.875351,151.073868,146.37265,288.519989,196.025146,331.131897,188.345169,286.331726,26.524202,169.883713,123.199974,58.97176,230.093628,74.540497,130.958237
144.339813,152.05455,146.462341,289.880005,211.133087,332.601654,194.502243,287.229767,25.607895,169.982361,123.686378,59.110775,225.547852,74.869263,131.057617
155.245056,146.220016,149.920349,299.630005,218.29892,337.17865,202.856842,294.719849,28.337324,172.507767,125.155525,60.332111,234.619492,77.071007,134.376785
152.852676,145.021408,147.937225,295.089996,215.432587,339.832123,201.95607,292.233032,27.713453,171.619949,124.956985,59.42852,230.899323,77.778351,133.830215
150.171219,145.526611,146.57196,294.130005,217.462906,343.846832,201.04538,292.16394,27.586731,170.751816,127.210342,59.220001,226.960327,76.821938,134.03891
144.569077,143.159119,143.004318,289.459991,213.521698,345.040436,198.441986,284.93042,26.72891,168.127747,126.039001,58.395847,218.933105,74.839378,132.111008
138.438629,143.060059,138.828796,283.850006,218.219284,344.132935,202.322327,277.795532,26.699667,168.413849,126.267311,58.366058,213.11412,74.74971,131.20668
138.169037,143.911957,144.220108,287.470001,226.768524,353.050201,205.74733,280.292267,27.860523,169.163574,129.721786,58.842674,220.216263,75.716087,133.601654
138.708206,146.705414,146.47229,290.190002,227.524918,357.637024,207.647903,286.450134,28.067993,170.643311,130.406738,59.07106,226.661911,76.453316,135.648804
139.287338,147.131348,149.681168,292.609985,228.719223,359.077179,209.221817,287.308716,28.13715,171.491684,130.486145,59.180283,227.656616,75.35743,135.956863
134.664383,146.229919,145.356171,288.649994,224.469482,357.084656,207.530777,282.976471,27.188709,170.120468,128.788696,58.356129,223.319717,75.377357,135.628922
146.646088,148.31015,154.215454,303.200012,231.346695,373.173157,213.668259,307.598114,29.401743,172.113174,134.089539,60.451271,241.691803,76.881714,140.299606
149.471771,148.746017,154.35498,309.720001,235.367523,379.940033,211.609161,310.795502,30.063677,166.963699,134.307922,60.888168,245.799896,77.449585,140.090927
148.05394,150.311127,153.59761,308.910004,235.377472,377.168182,211.877747,302.881042,29.98464,169.587769,132.928116,60.302326,240.269379,78.236633,140.100861
149.811249,151.598877,153.358429,309.980011,233.476532,377.681122,214.294937,307.825104,30.340305,170.061295,131.965225,60.20303,240.687164,78.884209,139.613922
148.563156,150.439896,152.042999,308.76001,231.316833,377.13858,212.872467,310.7659,29.174511,171.116837,132.143906,60.093803,241.126053,79.591553,140.856125
150.490234,150.727173,150.119659,307.440002,229.346237,374.62323,213.379776,307.341553,29.530176,172.497925,131.568146,60.282467,241.076172,78.904129,139.991547
151.059357,153.520615,151.973236,310.76001,230.331528,374.051117,213.399673,309.058655,29.510418,173.819809,132.858627,60.709438,240.617325,79.432152,141.680954
147.784348,155.630554,152.282166,311.200012,231.068024,375.047363,215.418991,312.611267,28.591614,174.713394,132.074417,61.642818,241.445251,79.521812,143.47966
149.951035,158.285324,154.046051,315.76001,236.13385,378.657684,217.607391,320.604675,29.46102,175.557327,134.04982,61.910915,244.417801,81.813225,144.711929
150.839706,157.889084,153.398285,316.179993,235.795471,381.005371,217.756607,317.279022,29.312826,175.745956,135.479263,62.188946,246.961441,82.251579,145.536743
147.884201,158.116928,153.617523,317.429993,234.581268,383.579926,218.890594,322.084961,28.986799,175.974319,135.737366,62.24852,246.871658,82.41098,145.805069
144.000137,156.938126,150.348862,313.269989,231.197403,377.168182,214.633148,314.723145,28.384142,176.063675,133.364899,62.258453,241.155975,81.085953,145.685822
140.954788,156.710297,153.886597,315.130005,234.004013,378.499847,215.57814,311.802063,28.552095,174.832535,135.558685,62.040001,239.729553,80.547966,144.5728
147.804321,159.662231,157.045654,318.600006,235.287903,383.404724,218.393234,321.660675,29.70801,176.728897,137.166794,63.610001,254.502548,82.719818,148.229858
148.083893,160.108002,156.955963,315.839996,234.57132,381.08136,216.244614,324.718536,29.4709,177.463608,135.241028,63.790001,254.053665,83.795792,148.31929
147.584656,162.118881,156.208557,316.149994,235.009232,377.874298,217.925705,325.631897,29.055956,177.602615,134.168945,64.349998,254.382843,83.038628,149.670807
146.406464,162.396255,155.540863,310.570007,231.466125,368.89859,214.46405,317.778778,28.818846,177.503326,130.406738,63.470001,249.57489,79.13327,148.160294
142.692139,162.178314,154.165634,307.779999,227.206436,360.329956,212.066742,315.167694,28.255707,174.842468,130.625122,63.439999,244.507568,78.615219,148.349106
