instrument_id,option_type,strike_price,execution,expiration_in_mnths,number_of_instruments,und_spot_1,und_spot_2,und_spot_3,und_spot_4,und_spot_5,und_vol_1,und_vol_2,und_vol_3,und_vol_4,und_vol_5,und_corr_mat_00,und_corr_mat_01,und_corr_mat_02,und_corr_mat_03,und_corr_mat_04,und_corr_mat_10,und_corr_mat_11,und_corr_mat_12,und_corr_mat_13,und_corr_mat_14,und_corr_mat_20,und_corr_mat_21,und_corr_mat_22,und_corr_mat_23,und_corr_mat_24,und_corr_mat_30,und_corr_mat_31,und_corr_mat_32,und_corr_mat_33,und_corr_mat_34,und_corr_mat_40,und_corr_mat_41,und_corr_mat_42,und_corr_mat_43,und_corr_mat_44,earliest_date,latest_date,payoff_at_expiry
136,Call,20,European,3,5,70,105,100,100,100,0.181140545,0.3873792,0.314626573,0.43148767,0.210696637,1,0.147296773,-0.158042624,0.104355842,0.090104876,0.164798559,1,0.121855505,0.094947355,0.11549645,-0.109481946,0.422190143,1,0.791607513,0.684684066,0.988371872,0.582035232,0.865394444,1,0.927369537,0.92312648,0.647793498,0.842623577,0.951711998,1,0,0,FALSE
137,Put,120,European,6,5,102,105,100,100,100,0.389810928,0.391160208,0.346331456,0.410717951,0.141285819,1,0.137424443,-0.113482961,0.094793994,0.115545311,0.25141709,1,0.086454613,0.10831987,0.123121995,-0.021205378,0.457709085,1,0.76606508,0.699693469,0.971017063,0.583493939,0.864847614,1,0.913698307,0.937212568,0.682226825,0.80607023,0.923362255,1,0,0,FALSE
138,Put,102,American,0,5,79,105,100,100,100,0.400566103,0.33754201,0.302268217,0.182456648,0.190434761,1,0.114699464,-0.090759413,0.05438643,0.037686775,0.175855837,1,0.086832476,0.071867933,0.086432016,-0.062261929,0.474583267,1,0.718842118,0.669633852,0.948061147,0.585969652,0.858270699,1,0.972129526,0.89736204,0.647131834,0.837082743,0.873963199,1,3,12,FALSE
139,Call,101,European,3,5,100,100,100,100,100,0.419383374,0.271483245,0.250941838,0.279991547,0.20104284,1,0.137918289,-0.150875618,0.057711335,0.044554081,0.253594503,1,0.11893081,0.088772122,0.121103564,-0.105687372,0.489663997,1,0.785058603,0.624617778,0.9480985,0.501896196,0.830117234,1,0.903680699,0.876305705,0.628824094,0.874420163,0.962287334,1,0,0,FALSE
140,Call,78,European,3,5,100,105,100,100,100,0.390915415,0.25066223,0.276045883,0.32246883,0.144388352,1,0.06586165,-0.134580046,0.108382262,0.078300269,0.239242238,1,0.104092072,0.101557723,0.144576631,-0.093280252,0.463782304,1,0.777783559,0.639552849,0.994911185,0.567670989,0.897523505,1,0.901530074,0.916312264,0.631040635,0.799612725,0.908381819,1,0,0,FALSE
141,Put,99,European,6,5,100,105,100,100,100,0.169588948,0.234227483,0.272265024,0.295526952,0.285004955,1,0.147853845,-0.11535677,0.084920744,0.054584617,0.251030477,1,0.148308092,0.041903594,0.099328678,-0.077385639,0.490869251,1,0.75151593,0.656978432,0.99479369,0.535217478,0.853800668,1,0.962911723,0.919339134,0.611523813,0.81563635,0.909075394,1,0,0,FALSE
142,Call,65,American,0,5,70,105,100,100,100,0.368017278,0.176399208,0.392962197,0.273517291,0.188791693,1,0.059143087,-0.152601002,0.052463591,0.130311022,0.21373995,1,0.109051122,0.062611899,0.092124601,-0.069009341,0.476479454,1,0.719787924,0.663887622,0.990189526,0.56029725,0.866437421,1,0.944831804,0.892172919,0.632689474,0.801437174,0.909275019,1,3,9,TRUE
143,Put,97,European,3,5,80,95,100,100,100,0.162309817,0.426830591,0.167043314,0.309862006,0.315518947,1,0.086260926,-0.145585322,0.039272848,0.089746423,0.165262477,1,0.105601233,0.104262614,0.065594836,-0.070270687,0.465844648,1,0.781191638,0.659279809,0.940684272,0.542009855,0.895192844,1,0.941488524,0.872842462,0.590008519,0.828195952,0.917760211,1,0,0,FALSE
144,Call,85,European,3,5,70,105,100,100,100,0.37126056,0.158991219,0.325090718,0.166765671,0.143169998,1,0.141959174,-0.152312002,0.131534957,0.05402719,0.254183894,1,0.119925359,0.068288606,0.122620478,-0.0507672,0.449082837,1,0.730540548,0.668218825,0.99188229,0.587376674,0.867845653,1,0.955311062,0.90526816,0.680138412,0.844181201,0.874324951,1,0,0,FALSE
145,Put,96,European,6,5,102,105,100,100,100,0.281823701,0.167921778,0.377797923,0.18042926,0.377324926,1,0.137740723,-0.076823226,0.040571288,0.097166293,0.198077497,1,0.064436217,0.035880612,0.132317125,-0.088513602,0.418669072,1,0.748736543,0.656830108,0.975740798,0.536964595,0.821924079,1,0.972267851,0.855920473,0.632796929,0.815494158,0.878440689,1,0,0,FALSE
146,Put,97,American,0,5,79,105,100,100,100,0.267812949,0.414605112,0.376598809,0.181149802,0.267583763,1,0.12731071,-0.137066284,0.099968934,0.093026299,0.198918675,1,0.119538759,0.099140839,0.050011165,-0.101406302,0.439235273,1,0.718934759,0.605732767,0.99956702,0.564919269,0.821379198,1,0.948830169,0.871838727,0.674812261,0.828368024,0.934539683,1,9,12,TRUE
147,Call,10,European,3,5,100,100,100,110,100,0.417950602,0.432512613,0.253407563,0.31101716,0.398756002,1,0.067951716,-0.101841951,0.0807096,0.049098043,0.259692433,1,0.14850561,0.083261711,0.101291166,-0.116466634,0.453984682,1,0.70427022,0.638527889,0.920248439,0.559284334,0.84687296,1,0.934784754,0.85340817,0.661039209,0.872811859,0.961515316,1,0,0,FALSE
148,Call,99,European,3,5,100,105,105,100,100,0.422804123,0.159360007,0.313895805,0.387016322,0.158404439,1,0.123333558,-0.070746191,0.123360453,0.072005799,0.241669251,1,0.132200711,0.0961424,0.070359954,-0.076165857,0.412600136,1,0.769228606,0.601414323,0.907243341,0.581764543,0.876724388,1,0.951498827,0.949349958,0.618888254,0.821916404,0.942580106,1,0,0,FALSE
149,Put,190,European,6,5,100,105,100,105,100,0.392054615,0.208132134,0.339331853,0.274384278,0.132826338,1,0.111903861,-0.10209918,0.074185317,0.041174361,0.203874354,1,0.077802441,0.042123997,0.087567105,-0.031700501,0.411021104,1,0.772459547,0.634054852,0.995616827,0.516805465,0.88608638,1,0.996045652,0.88766667,0.612502271,0.84904184,0.88497037,1,0,0,FALSE
150,Call,68,American,0,5,70,105,99,100,95,0.411820564,0.183623807,0.408424253,0.339808803,0.300920199,1,0.120130088,-0.150543554,0.105739592,0.098110604,0.188308967,1,0.136324425,0.030436622,0.104744776,-0.057101719,0.458184225,1,0.753531332,0.616940651,0.944328831,0.571694024,0.803306946,1,0.960889111,0.945505212,0.590758786,0.858584394,0.952983264,1,6,9,TRUE
151,Put,142,European,3,5,100,95,70,80,100,0.355731492,0.392517701,0.17994733,0.364605758,0.395744538,1,0.123136726,-0.081509432,0.098520994,0.088088839,0.160057845,1,0.095691276,0.109368125,0.055632389,-0.074957235,0.452281911,1,0.707215964,0.629512173,0.951145695,0.592575461,0.876305059,1,0.978321818,0.873761103,0.688301806,0.795043428,0.953838918,1,0,0,FALSE
152,Call,97,European,3,5,70,105,100,100,100,0.344711589,0.397894904,0.263365,0.178283376,0.382646423,1,0.098111939,-0.096745348,0.076172266,0.062726523,0.214047576,1,0.1478321,0.113704556,0.142666513,-0.091467462,0.486351497,1,0.789173956,0.646897491,0.974480277,0.513439718,0.891422363,1,0.957449379,0.877198246,0.636481363,0.878587778,0.94221938,1,0,0,FALSE
153,Put,125,European,6,5,102,105,100,100,100,0.380124215,0.226922212,0.433816119,0.169718319,0.256964952,1,0.128759271,-0.090805409,0.093059332,0.059218034,0.178635185,1,0.067380236,0.073203837,0.103730801,-0.060781368,0.488758405,1,0.760303999,0.650251095,0.970094145,0.509021945,0.871453089,1,0.927524396,0.855710805,0.687467319,0.789267433,0.969611914,1,0,0,FALSE
154,Put,135,American,0,5,79,105,100,100,100,0.25029928,0.158021963,0.3882351,0.430533119,0.366480089,1,0.149498434,-0.119746384,0.106393249,0.039774552,0.249253053,1,0.114688613,0.109199304,0.077044421,-0.061531192,0.433815877,1,0.79889064,0.626463221,0.935774089,0.567291712,0.896883096,1,0.92917223,0.885729199,0.624236409,0.820280064,0.880809636,1,3,6,FALSE
155,Put,99,European,6,5,100,105,100,100,100,0.244417359,0.223896103,0.165144608,0.159612025,0.113317364,1,0.057005126,-0.115634923,0.123239659,0.133529371,0.187924491,1,0.15518309,0.115744431,0.139902288,-0.019172506,0.47029066,1,0.727027621,0.610098297,0.927407688,0.553001069,0.855250279,1,0.953566756,0.903184581,0.646713704,0.84312895,0.946961939,1,0,0,FALSE
156,Call,65,American,0,5,70,105,100,100,100,0.369073505,0.291837619,0.261719156,0.328245633,0.350738921,1,0.108804478,-0.152430887,0.088118842,0.113117884,0.23330752,1,0.078941388,0.101151556,0.054537215,-0.022438909,0.449764022,1,0.755661873,0.681915888,0.960643206,0.514925057,0.829069329,1,0.987216142,0.88919284,0.663464692,0.86197536,0.953406353,1,3,9,TRUE
157,Put,97,European,3,5,80,95,100,100,100,0.415264192,0.419547166,0.389538724,0.377327768,0.196680435,1,0.125037783,-0.106184737,0.038722104,0.134843666,0.235157642,1,0.078339466,0.064220517,0.055324755,-0.067517864,0.425984895,1,0.777389106,0.689457335,0.952942914,0.529329587,0.861526456,1,0.923004771,0.870448466,0.619033625,0.850635588,0.879127238,1,0,0,FALSE
158,Call,85,European,3,5,70,105,100,100,100,0.236471614,0.1598852,0.16480891,0.30843216,0.15863718,1,0.105028736,-0.098936148,0.037710741,0.078152135,0.216786979,1,0.104400129,0.092427236,0.052824111,-0.106334117,0.422279442,1,0.733412673,0.686834818,0.912238052,0.544607227,0.889941441,1,0.992747514,0.908564245,0.677347064,0.843307149,0.919447468,1,0,0,FALSE
159,Put,96,European,6,5,102,105,100,100,100,0.3315471,0.372909181,0.413999016,0.372756057,0.299598141,1,0.06916538,-0.160477707,0.038211537,0.083017032,0.161354556,1,0.084557707,0.086684978,0.112647714,-0.02172439,0.467493918,1,0.79112779,0.606968219,0.912088095,0.585482635,0.881399484,1,0.989134967,0.900943245,0.594967939,0.872803436,0.897024487,1,0,0,FALSE
160,Put,97,American,0,5,79,105,100,100,100,0.393835811,0.234041933,0.203789423,0.326898746,0.286611861,1,0.113394496,-0.157073838,0.108312409,0.066838286,0.219705774,1,0.12801803,0.041916567,0.127089424,-0.11874419,0.424269321,1,0.741533127,0.699603218,0.922508854,0.527042581,0.823189111,1,0.904276083,0.919211252,0.663170361,0.824618872,0.897635342,1,9,12,TRUE
161,Call,10,European,3,5,100,100,100,110,100,0.243102786,0.145191364,0.27833962,0.328443599,0.274465728,1,0.080799377,-0.145300848,0.1153038,0.128814335,0.180830485,1,0.099252933,0.101571591,0.064019732,-0.099201024,0.475213885,1,0.732474806,0.659351642,0.957198844,0.517442455,0.892309236,1,0.942518571,0.868131874,0.682200094,0.801795458,0.930007794,1,0,0,FALSE
162,Call,99,European,3,5,100,105,105,100,100,0.137464274,0.219881993,0.336281677,0.16577104,0.323441394,1,0.098283136,-0.137600634,0.053893627,0.102838304,0.2386446,1,0.089295261,0.108932061,0.05217989,-0.062063734,0.459361385,1,0.795751808,0.654741249,0.963835062,0.595639023,0.822632053,1,0.951500654,0.938343262,0.633467865,0.809748616,0.913789086,1,0,0,FALSE
163,Put,190,European,6,5,100,105,100,105,100,0.304199451,0.324211419,0.17698988,0.27021618,0.276586766,1,0.066649038,-0.125595182,0.115422004,0.109727484,0.171712816,1,0.106709815,0.104768538,0.105660288,-0.067430092,0.428381233,1,0.728497188,0.671339503,0.91041473,0.501068098,0.840562939,1,0.973335486,0.906904249,0.650547587,0.847654777,0.95149919,1,0,0,FALSE
164,Call,85,European,3,5,100,105,100,100,100,0.328734334,0.166016324,0.366036767,0.272149663,0.194589639,1,0.145420803,-0.152846038,0.065961574,0.076668664,0.199173865,1,0.072621064,0.078307485,0.10773132,-0.019391883,0.418746357,1,0.717980348,0.64197051,0.932932096,0.521649698,0.819314864,1,0.912290333,0.913334427,0.623548347,0.847180135,0.968287413,1,0,0,FALSE
165,Put,95,European,6,5,100,105,100,100,100,0.343326744,0.370937593,0.395614065,0.144337784,0.37766853,1,0.056964397,-0.072397843,0.082516286,0.058214694,0.176124209,1,0.073727517,0.082964445,0.098698153,-0.059088382,0.431786917,1,0.79985266,0.699090704,0.974425868,0.540387698,0.824472928,1,0.916431227,0.878776604,0.663430667,0.856330064,0.908099785,1,0,0,FALSE
166,Call,50,American,0,5,70,105,100,100,100,0.423086796,0.362433239,0.35436836,0.290250166,0.111393261,1,0.11479386,-0.09916047,0.087297426,0.071188431,0.218562693,1,0.146531376,0.119262831,0.143023345,-0.047962716,0.487783297,1,0.711934108,0.63606693,0.9749782,0.520880415,0.873575211,1,0.983912098,0.949246959,0.677956332,0.797904002,0.928405986,1,3,9,TRUE
167,Put,97,European,3,5,80,95,100,100,100,0.215900794,0.305592807,0.26673577,0.421859475,0.176933102,1,0.132657722,-0.117494379,0.09332673,0.098101103,0.211840947,1,0.122224601,0.036961637,0.107687918,-0.019013895,0.450924253,1,0.769793445,0.662482195,0.934762493,0.551711086,0.809942819,1,0.939893101,0.891894062,0.590442329,0.820507775,0.962430151,1,0,0,FALSE
168,Call,85,European,3,5,70,105,100,100,100,0.21811618,0.399652054,0.413333903,0.426009352,0.119403401,1,0.085118075,-0.08401642,0.126515029,0.127425949,0.236951578,1,0.156721913,0.083331433,0.065713099,-0.068687945,0.420920715,1,0.782864399,0.632163597,0.949227988,0.587859916,0.88490867,1,0.936003809,0.850541374,0.675418588,0.866686473,0.935404834,1,0,0,FALSE
169,Put,96,European,6,5,102,105,100,100,100,0.172432162,0.43628382,0.374430274,0.270880823,0.335356427,1,0.124225111,-0.140286641,0.126882563,0.119363255,0.170186722,1,0.1235144,0.070671013,0.113642216,-0.114002483,0.451838325,1,0.751022299,0.63070967,0.959844491,0.569308838,0.892713457,1,0.96823144,0.913462798,0.674111726,0.854184563,0.948674643,1,0,0,FALSE
170,Put,89,American,0,5,79,105,100,100,100,0.154065906,0.232905081,0.326707254,0.26511533,0.365384001,1,0.134987825,-0.087720531,0.047682999,0.109991314,0.243289455,1,0.0649511,0.102065815,0.098886997,-0.031694463,0.458974758,1,0.730189237,0.601450642,0.916340627,0.597759739,0.827741022,1,0.946522866,0.870777839,0.669603082,0.844923682,0.902236392,1,9,12,TRUE
171,Call,40,European,3,5,100,100,100,110,100,0.148539883,0.334543389,0.24683269,0.21317992,0.110458483,1,0.088592105,-0.129912435,0.088377018,0.054227816,0.208438506,1,0.103677631,0.023641566,0.054612101,-0.103613772,0.410817174,1,0.724243589,0.669123241,0.919354279,0.55845788,0.851225626,1,0.972079995,0.921512774,0.670907449,0.826414917,0.944274152,1,0,0,FALSE
172,Call,97,European,3,5,100,105,105,100,100,0.262540708,0.40511567,0.201885766,0.245617793,0.117577219,1,0.134017278,-0.143841084,0.057156861,0.061752558,0.173750775,1,0.082695885,0.038058323,0.063985963,-0.102489427,0.423431899,1,0.716472174,0.606687091,0.96785972,0.512603121,0.834512939,1,0.957413155,0.915768661,0.683732375,0.873857401,0.8722261,1,0,0,FALSE
173,Put,188,European,6,5,100,105,100,105,100,0.263620342,0.394118255,0.439625334,0.171831701,0.330955414,1,0.113981477,-0.104763508,0.069161515,0.113362991,0.177413775,1,0.15192113,0.050157046,0.083789731,-0.111356957,0.442387285,1,0.794058365,0.680497596,0.998517284,0.582838597,0.869085321,1,0.904200459,0.932887049,0.600944651,0.826230371,0.969076692,1,0,0,FALSE
174,Call,58,American,0,5,70,105,99,100,95,0.362791388,0.324749894,0.209594155,0.188200816,0.123743106,1,0.06786578,-0.136323325,0.091995056,0.0773767,0.18344561,1,0.149448247,0.063857923,0.051518313,-0.116056991,0.410033445,1,0.788676993,0.665517343,0.922267711,0.549297926,0.845992916,1,0.961045954,0.908855216,0.62429556,0.786718545,0.890466388,1,6,9,TRUE
175,Put,140,European,3,5,100,95,70,80,100,0.280327377,0.3977913,0.1588684,0.19770275,0.268412595,1,0.073458642,-0.169134607,0.10146109,0.123313102,0.237114123,1,0.104481772,0.087624106,0.149337854,-0.055503561,0.470192612,1,0.787368856,0.642946264,0.995656446,0.566989288,0.828620246,1,0.917557766,0.934210351,0.593959805,0.830139513,0.907735335,1,0,0,FALSE
176,Call,20,European,3,5,70,105,100,100,100,0.129030776,0.15810971,0.425022161,0.384948241,0.29007083,1,0.099067644,-0.088006987,0.101269564,0.106574738,0.176304174,1,0.081839006,0.075143411,0.127151453,-0.019171256,0.465204551,1,0.762030309,0.624792549,0.958986696,0.505511548,0.861181807,1,0.987112119,0.928333698,0.591900838,0.822376775,0.879529305,1,0,0,FALSE
177,Put,120,European,6,5,102,105,100,100,100,0.224787572,0.20058032,0.154401979,0.195555715,0.250158466,1,0.105684832,-0.117856261,0.087893329,0.075640552,0.171739576,1,0.11953864,0.116053848,0.092285386,-0.058102928,0.490537435,1,0.78254991,0.633064474,0.912524438,0.587103191,0.805313395,1,0.931282471,0.946306959,0.634031251,0.831238733,0.936235773,1,0,0,FALSE
178,Put,102,American,0,5,79,105,100,100,100,0.156423342,0.191771969,0.290125812,0.291960305,0.229105292,1,0.057663299,-0.153765308,0.069906513,0.082266729,0.237018851,1,0.066917231,0.071233551,0.066344856,-0.020217484,0.405886741,1,0.749031849,0.663294416,0.905916811,0.505675689,0.877735286,1,0.996748721,0.913415898,0.600087509,0.81453191,0.886174709,1,3,12,FALSE
179,Call,101,European,3,5,100,100,100,100,100,0.392420536,0.228025318,0.197905088,0.294862301,0.170002564,1,0.122604119,-0.169554273,0.108596765,0.088246183,0.201782107,1,0.155184346,0.034771828,0.103841031,-0.059656033,0.404930974,1,0.721768349,0.644142969,0.975863967,0.565851133,0.840635561,1,0.945616904,0.889560882,0.642650715,0.818579342,0.8879848,1,0,0,FALSE
180,Call,78,European,3,5,100,105,100,100,100,0.328082661,0.339207096,0.216903659,0.263950321,0.153074802,1,0.109520334,-0.076741914,0.081140286,0.094538087,0.197753339,1,0.140952485,0.122617458,0.110800285,-0.094031782,0.469846109,1,0.793895234,0.623816091,0.949834942,0.502419674,0.863455623,1,0.939057829,0.884405399,0.638496343,0.826468868,0.939957102,1,0,0,FALSE
181,Put,99,European,6,5,100,105,100,100,100,0.218244726,0.192156776,0.212915805,0.429949022,0.328583,1,0.052328347,-0.139246943,0.035147086,0.106501989,0.196905307,1,0.122572794,0.06915342,0.147822928,-0.069347317,0.442967926,1,0.768391767,0.688357742,0.975060662,0.508670842,0.882916794,1,0.93287987,0.908885378,0.681569462,0.859198394,0.909461541,1,0,0,FALSE
182,Call,65,American,0,5,70,105,100,100,100,0.168609264,0.344069317,0.3484954,0.378508519,0.359862386,1,0.087284366,-0.102039745,0.053434738,0.087670375,0.183891504,1,0.069855442,0.077194106,0.08400967,-0.052364739,0.489641504,1,0.774363023,0.688823645,0.947865694,0.538640167,0.861025837,1,0.958924461,0.852173325,0.641270644,0.852864099,0.956864499,1,3,9,TRUE
183,Put,97,European,3,5,80,95,100,100,100,0.206915988,0.354274458,0.414693001,0.418367193,0.356207514,1,0.103724854,-0.140942354,0.065924848,0.120177031,0.230490554,1,0.14408121,0.088917374,0.090931976,-0.029654778,0.405170823,1,0.7865856,0.613589569,0.950233049,0.5329876,0.80451417,1,0.99826979,0.93260879,0.599691772,0.805541642,0.8911584,1,0,0,FALSE
184,Call,85,European,3,5,70,105,100,100,100,0.404931899,0.208677338,0.371425673,0.326155481,0.114501925,1,0.101657506,-0.155137048,0.070637889,0.07221268,0.240559855,1,0.085869031,0.067456691,0.107330808,-0.034864536,0.454277912,1,0.768212512,0.653164301,0.957124383,0.525511741,0.895817972,1,0.946377476,0.908142397,0.662825718,0.825888131,0.917931522,1,0,0,FALSE
185,Put,96,European,6,5,102,105,100,100,100,0.139725561,0.437525765,0.171735285,0.239794446,0.106693371,1,0.144664671,-0.084389472,0.052562817,0.114620385,0.201435586,1,0.064186555,0.044047103,0.066662063,-0.099370781,0.409606528,1,0.795373934,0.68329404,0.928702485,0.510968602,0.804105352,1,0.973883425,0.881091246,0.681837713,0.825499374,0.94771145,1,0,0,FALSE
186,Put,97,American,0,5,79,105,100,100,100,0.411722336,0.317343184,0.224985331,0.292649848,0.374900382,1,0.142920399,-0.161273076,0.117929941,0.132764762,0.243807035,1,0.116496652,0.029496097,0.082376838,-0.077323305,0.431887241,1,0.733555046,0.626320153,0.915542513,0.586693395,0.849505118,1,0.945589579,0.887892648,0.639409166,0.78434763,0.94463547,1,9,12,TRUE
187,Call,10,European,3,5,100,100,100,110,100,0.254213577,0.371597627,0.32616539,0.430803507,0.319619482,1,0.107026369,-0.083170017,0.128224618,0.104270333,0.259468075,1,0.150200281,0.039383967,0.133533768,-0.041358662,0.46462574,1,0.782279388,0.60799854,0.927545903,0.51561057,0.838079442,1,0.914955927,0.90271055,0.663970476,0.80455412,0.912399778,1,0,0,FALSE
188,Call,99,European,3,5,100,105,105,100,100,0.148113946,0.422915886,0.314222586,0.312629243,0.197521473,1,0.100649448,-0.118992386,0.127943538,0.124662321,0.225874943,1,0.116964607,0.092924707,0.094624449,-0.027694067,0.452445837,1,0.78162409,0.626179404,0.95804084,0.503361089,0.821327534,1,0.996021654,0.92095303,0.637792357,0.829124834,0.949040097,1,0,0,FALSE
189,Put,190,European,6,5,100,105,100,105,100,0.357059482,0.184614272,0.334495587,0.208570868,0.384189027,1,0.134335918,-0.084790036,0.115016135,0.067963748,0.244613617,1,0.074384527,0.096086828,0.083585847,-0.112367884,0.433802993,1,0.781006042,0.612698897,0.931556929,0.564450526,0.882525977,1,0.911389152,0.917245639,0.68326043,0.836692252,0.949256594,1,0,0,FALSE
190,Call,68,American,0,5,70,105,99,100,95,0.285675218,0.274508451,0.401055811,0.366255243,0.392652857,1,0.078065068,-0.16920061,0.065432517,0.078206049,0.238018204,1,0.081549833,0.057856815,0.0590099,-0.08068037,0.476662812,1,0.704580042,0.619504266,0.928520846,0.594447275,0.819782412,1,0.993640958,0.919472606,0.598914302,0.809572605,0.945495747,1,6,9,TRUE
